timestamp (s),stimuli
0,0
0.144008937243086,0
0.288017874486115,0
0.432026811729145,0
0.576035748972231,0
0.720044686215317,0
0.864053623458346,0
1.00806256070143,0
1.15207149794446,0
1.29608043518755,0
1.44008937243058,0
1.58409830967366,0
1.72810724691675,0
1.87211618415978,0
2.01612512140281,0
2.16013405864589,0
2.30414299588898,0
2.44815193313201,0
2.59216087037504,0
2.73616980761813,0
2.88017874486121,0
3.0241876821043,0
3.16819661934727,0
3.31220555659036,0
3.45621449383344,0
3.60022343107653,0
3.74423236831956,0
3.88824130556259,0
4.03225024280567,0
4.17625918004876,0
4.32026811729179,0
4.46427705453488,0
4.6082859917779,0
4.75229492902099,0
4.89630386626402,0
5.04031280350711,0
5.18432174075019,0
5.32833067799322,0
5.47233961523625,0
5.61634855247934,0
5.76035748972242,0
5.90436642696545,0
6.04837536420848,0
6.19238430145157,0
6.33639323869465,0
6.48040217593768,0
6.62441111318071,0
6.7684200504238,0
6.91242898766689,0
7.05643792490991,0
7.200446862153,0
7.34445579939603,0
7.48846473663912,0
7.63247367388215,0
7.77648261112523,0
7.92049154836832,0
8.06450048561135,0
8.20850942285438,0
8.35251836009746,0
8.49652729734055,0
8.64053623458364,0
8.78454517182661,0
8.92855410906969,0
9.07256304631278,0
9.21657198355587,0
9.3605809207989,0
9.50458985804192,0
9.64859879528501,0
9.7926077325281,0
9.93661666977113,0
10.0806256070142,0
10.2246345442572,0
10.3686434815003,0
10.5126524187434,0
10.6566613559864,0
10.8006702932295,0
10.9446792304725,0
11.0886881677156,0
11.2326971049587,0
11.3767060422018,0
11.5207149794447,0
11.6647239166878,0
11.8087328539309,0
11.952741791174,0
12.096750728417,0
12.2407596656601,0
12.3847686029031,0
12.5287775401462,0
12.6727864773893,0
12.8167954146323,0
12.9608043518754,0
13.1048132891185,0
13.2488222263615,0
13.3928311636046,0
13.5368401008477,0
13.6808490380907,0
13.8248579753337,0
13.9688669125768,0
14.1128758498199,0
14.2568847870629,0
14.4008937243059,0
14.544902661549,0
14.6889115987921,0
14.8329205360351,0
14.9769294732782,0
15.1209384105213,0
15.2649473477643,0
15.4089562850074,0
15.5529652222505,0
15.6969741594935,0
15.8409830967366,0
15.9849920339796,0
16.1290009712227,0
16.2730099084658,0
16.4170188457088,0
16.5610277829518,0
16.7050367201949,0
16.849045657438,0
16.9930545946811,0
17.1370635319241,0
17.2810724691672,0
17.4250814064102,0
17.5690903436533,0
17.7130992808964,0
17.8571082181394,0
18.0011171553825,0
18.1451260926256,0
18.2891350298686,0
18.4331439671116,0
18.5771529043547,0
18.7211618415978,0
18.8651707788408,0
19.0091797160839,0
19.1531886533269,0
19.29719759057,0
19.4412065278131,0
19.5852154650561,0
19.7292244022992,0
19.8732333395423,0
20.0172422767853,0
20.1612512140284,0
20.3052601512715,0
20.4492690885145,0
20.5932780257575,0
20.7372869630006,0
20.8812959002437,0
21.0253048374867,0
21.1693137747298,0
21.3133227119728,0
21.4573316492159,0
21.6013405864589,0
21.745349523702,0
21.8893584609451,0
22.0333673981881,0
22.1773763354312,0
22.3213852726743,0
22.4653942099173,0
22.6094031471604,0
22.7534120844034,0
22.8974210216465,0
23.0414299588896,0
23.1854388961327,0
23.3294478333756,0
23.4734567706187,0
23.6174657078618,0
23.7614746451049,0
23.9054835823479,0
24.049492519591,0
24.193501456834,0
24.3375103940771,0
24.4815193313202,0
24.6255282685632,0
24.7695372058063,0
24.9135461430493,0
25.0575550802924,0
25.2015640175355,0
25.3455729547786,0
25.4895818920215,0
25.6335908292646,0
25.7775997665077,0
25.9216087037508,0
26.0656176409938,0
26.2096265782369,0
26.3536355154799,0
26.497644452723,0
26.6416533899661,0
26.7856623272091,0
26.9296712644522,0
27.0736802016953,0
27.2176891389383,0
27.3616980761814,0
27.5057070134244,0
27.6497159506675,0
27.7937248879105,0
27.9377338251536,0
28.0817427623967,0
28.2257516996397,0
28.3697606368827,0
28.5137695741258,0
28.6577785113689,0
28.8017874486119,0
28.945796385855,0
29.0898053230981,0
29.2338142603411,0
29.3778231975842,0
29.5218321348273,0
29.6658410720703,0
29.8098500093134,0
29.9538589465564,0
30.0978678837995,0
30.2418768210426,0
30.3858857582856,0
30.5298946955286,0
30.6739036327717,0
30.8179125700148,0
30.9619215072578,0
31.1059304445009,0
31.249939381744,0
31.393948318987,0
31.5379572562301,0
